id,name,slug,description,base_price_cents,category_id,sku,is_active,meta_title,meta_description,unit_cost,sale_price,weight,dimensions,printable_areas
f4a320be-b7e3-4c01-a50c-8988f3d306d3,American Apparel Garment Dyed Cotton T-shirt,american-apparel-garment-dyed-cotton-t-shirt,"Step into effortless style with the customizable American Apparel Garment Dyed Cotton T-Shirt! Crafted with low-impact dyes and garment-dyed for a vintage, faded look, this tee is built to last with almost no shrinkage at home. Featuring a recycled tear-away label for added comfort, it’s perfect for team uniforms, promotional events, or anyone looking to combine comfort and timeless style.",1725,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1724500,true,Custom American Apparel Garment Dyed Cotton T-shirt | Custom Ink,"Step into effortless style with the customizable American Apparel Garment Dyed Cotton T-Shirt! Crafted with low-impact dyes and garment-dyed for a vintage, fade",690,2588,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
28558fcb-262d-40f6-b7b1-7935bc9dd6eb,Bella + Canvas Women's Jersey V-Neck T-shirt,bella-canvas-womens-jersey-v-neck-t-shirt,"The Bella + Canvas Women's Jersey V-Neck T-shirt is a great canvas for creating designs for your next gathering. So comfortable and versatile, you can easily add your custom design and create fun and memorable gear for a fundraiser, class shirts, a company casual event, a bridal shower, a birthday party, and more!",1115,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-173100,true,Custom Bella + Canvas Women's Jersey V-Neck T-shirt | Custom Ink,"The Bella + Canvas Women's Jersey V-Neck T-shirt is a great canvas for creating designs for your next gathering. So comfortable and versatile, you can easily ad",446,1673,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
2fe9bab8-a8c6-4ced-aff6-ad0817debe6a,Jerzees 50/50 T-shirt,jerzees-5050-t-shirt,"A classic t-shirt makes this an easy choice for your next group event! Bonus: blended mid-weight fabric keeps you cool and comfortable year-round. This style is also available in <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/jerzees-tall-50-50-t-shirt/204000"" target=""_blank""> tall sizes</a>.
 ",790,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-138800,true,Custom Jerzees 50/50 T-shirt | Custom Ink,A classic t-shirt makes this an easy choice for your next group event! Bonus: blended mid-weight fabric keeps you cool and comfortable year-round. This style is,316,1185,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
66bf6d36-74fd-455a-b029-203e97259b77,Gildan Ultra Cotton T-shirt - Embroidered,gildan-ultra-cotton-t-shirt-embroidered,"A great look priced right! The customizable Gildan Ultra Cotton T-Shirt - Embroidered offers an “ultra” popular heavyweight feel with 100% cotton fabric. Perfect for team events, promotions, or everyday wear this durable shirt provides both comfort and style. Looking to print on this shirt? Check out the <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/gildan-ultra-cotton-t-shirt/4600"" target=""_blank"">Gildan Ultra Cotton T-shirt</a>!",750,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1678200,true,Custom Gildan Ultra Cotton T-shirt - Embroidered | Custom Ink,A great look priced right! The customizable Gildan Ultra Cotton T-Shirt - Embroidered offers an “ultra” popular heavyweight feel with 100% cotton fabric. Perfec,300,1125,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
b92d394b-47d1-4df9-b7f7-76ead412db49,Port & Company Core Tri-Blend T-shirt,port-and-company-core-tri-blend-t-shirt,"<p>The Port & Company Core Tri-Blend T-shirt is an exceptional choice for those seeking style and comfort. Made from a premium tri-blend fabric, it offers unparalleled softness and breathability, making it ideal for everyday wear. With a modern fit and a selection of appealing colors, this T-shirt caters to any casual group event, team, or casual outing.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Premium Softness:</strong> The tri-blend fabric provides an incredibly soft texture that feels gentle against the skin, ensuring all-day comfort.</li>
      
      <li><strong>Breathable Material:</strong> Designed for breathability, this T-shirt keeps you cool and comfortable, even during active or warm days.</li>
      
      <li><strong>Versatile Style:</strong> With a contemporary silhouette and stylish colors, it suits a variety of casual occasions or team activities.</li>
      
      <li><strong>Durable Quality:</strong> The blend of materials ensures longevity, standing up to repeated washes and wear without losing shape or softness.</li>
      
      <li><strong>Customizable:</strong> Offers great customization options for logos or team designs, enhancing group unity and spirit.</li>
      
</ul>
",1470,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1567900,true,Custom Port & Company Core Tri-Blend T-shirt | Custom Ink,"<p>The Port & Company Core Tri-Blend T-shirt is an exceptional choice for those seeking style and comfort. Made from a premium tri-blend fabric, it offers unpar",588,2205,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
62f9c935-5ead-4f36-8721-7636dbf56395,Carhartt Workwear Crewneck Pocket T‑shirt,carhartt-workwear-crewneck-pocket-tshirt,"<p>The Carhartt Workwear Crewneck Pocket T-shirt is the ultimate choice for professionals seeking reliability and comfort. Known for its durability, this T-shirt is designed to withstand the rigors of a busy work environment, making it perfect for those demanding long-lasting quality. With a convenient chest pocket, it offers the practicality of holding daily essentials, enhancing functionality while keeping a polished appearance.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Durability Guaranteed:</strong> Constructed with heavyweight cotton, this T-shirt is designed to endure daily wear and provide long-lasting performance.</li>
      
      <li><strong>Comfortable Fit:</strong> The relaxed fit ensures comfort and ease of movement, suitable for diverse body types, allowing you to work freely throughout the day.</li>
      
      <li><strong>Functional Design:</strong> Equipped with a practical chest pocket, this T-shirt offers quick access to tools like pens or small notepads, keeping essentials within reach.</li>
      
      <li><strong>Professional Appearance:</strong> With its classic crewneck design, this shirt maintains a tidy, professional look ideal for various work settings.</li>
      
      <li><strong>Preserves Shape:</strong> The fabric's resilience is specifically engineered to maintain its shape wash after wash, ensuring a consistent fit over time.</li>
      
</ul>

<p>Looking to embroider this shirt? Use <a href=""https://www.customink.com/products/t-shirts/short-sleeve-t-shirts/carhartt-workwear-crewneck-pocket-t-shirt---embroidered/1138600"" target=""_blank"">Carhartt Workwear Crewneck Pocket T‑shirt ‑ Embroidered</a>!</p>
",4295,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-389800,true,Custom Carhartt Workwear Crewneck Pocket T‑shirt | Custom Ink,"<p>The Carhartt Workwear Crewneck Pocket T-shirt is the ultimate choice for professionals seeking reliability and comfort. Known for its durability, this T-shir",1718,6443,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
2f4458ad-7652-45c4-ab76-6131ee329d03,Champion Heavyweight Heritage T-shirt,champion-heavyweight-heritage-t-shirt,"This heavyweight tee is the perfect platform for your team’s logo. With sturdy, durable fabric and a relaxed fit, this Champion shirt works as hard as you do!",1510,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-336100,true,Custom Champion Heavyweight Heritage T-shirt | Custom Ink,"This heavyweight tee is the perfect platform for your team’s logo. With sturdy, durable fabric and a relaxed fit, this Champion shirt works as hard as you do!",604,2265,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
00a6549e-d0a8-4bc9-8e7c-9fa1f4def3e0,Gildan Softstyle Jersey Blend T-shirt,gildan-softstyle-jersey-blend-t-shirt,"A worn-in feel right out of the box! Everyone needs a new favorite go-to-tee and it's so soft it will end up in your weekly rotation. A great choice to keep your group or team comfortable and fashionable!
",1405,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1021000,true,Custom Gildan Softstyle Jersey Blend T-shirt | Custom Ink,A worn-in feel right out of the box! Everyone needs a new favorite go-to-tee and it's so soft it will end up in your weekly rotation. A great choice to keep you,562,2108,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
28cbc374-a107-4216-b236-873e21258bf7,Stanley/Stella Creator Organic Cotton T-shirt 2.0,stanleystella-creator-organic-cotton-t-shirt-20,"<p>The Stanley/Stella Creator Organic Cotton T-shirt 2.0 is a perfect blend of style and sustainability, crafted from high-quality 100% organic combed ring-spun cotton. This T-shirt offers a modern fit with a comfortable and breathable design, making it ideal for everyday wear. It stands out as an eco-friendly option for businesses looking for customizable, sustainable apparel.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Sustainable Design:</strong> Made from 100% organic combed ring-spun cotton, this T-shirt provides a sustainable option for eco-conscious consumers, supporting environmentally friendly practices.</li>
      
      <li><strong>Comfort and Breathability:</strong> The breathable fabric ensures all-day comfort, keeping you cool and at ease whether you're at work or leisure.</li>
      
      <li><strong>Customizable:</strong> The perfect canvas for promotions, the T-shirt's material is easy to customize with logos, designs, and personalization to suit your brand's needs.</li>
      
      <li><strong>Modern Fit:</strong> With a contemporary silhouette, this T-shirt offers a stylish, modern appeal that complements various wardrobe styles.</li>
      
      <li><strong>Durable Quality:</strong> The high-quality fabric and construction provide lasting durability, ensuring it handles washes and wears well.</li>
      
</ul>
",1315,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-1798100,true,Custom Stanley/Stella Creator Organic Cotton T-shirt 2.0 | Custom Ink,"<p>The Stanley/Stella Creator Organic Cotton T-shirt 2.0 is a perfect blend of style and sustainability, crafted from high-quality 100% organic combed ring-spun",526,1973,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
bee48167-4d7d-4064-9a58-aab1bea0e493,Next Level Jersey T-shirt,next-level-jersey-t-shirt,This affordable t-shirt is the perfect combination of style and comfort.  An easy choice for your next event.,1100,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-172100,true,Custom Next Level Jersey T-shirt | Custom Ink,This affordable t-shirt is the perfect combination of style and comfort.  An easy choice for your next event.,440,1650,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
a3cf64b9-70e0-489a-98af-fccb31154610,Hanes Sport Cool Dri Performance Shirt,hanes-sport-cool-dri-performance-shirt,"Complete with UV protection and moisture wicking, Cool DRI™ technology, this product is the perfect choice for teams, charity walks or working outdoors to keep your group cool, dry and protected from the sun’s harmful rays!",1240,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-204500,true,Custom Hanes Sport Cool Dri Performance Shirt | Custom Ink,"Complete with UV protection and moisture wicking, Cool DRI™ technology, this product is the perfect choice for teams, charity walks or working outdoors to keep ",496,1860,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
ace7a9dc-5891-49bf-ad5b-bc887baf10dc,Gildan Softstyle Jersey V-Neck T-shirt,gildan-softstyle-jersey-v-neck-t-shirt,"This t-shirt has the feel of a premium, soft cotton t-shirt without the premium price tag.  Stylish v-necks look good on everyone!

",1420,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-176800,true,Custom Gildan Softstyle Jersey V-Neck T-shirt | Custom Ink,"This t-shirt has the feel of a premium, soft cotton t-shirt without the premium price tag.  Stylish v-necks look good on everyone!

",568,2130,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
f3819a6a-f7f2-4422-86de-09eb490b8138,Port & Company Women's Fan Favorite V-Neck T-shirt,port-and-company-womens-fan-favorite-v-neck-t-shirt,"<p>The Port & Company Women's Fan Favorite V-Neck T-shirt delivers both style and comfort, perfect for showing off your team spirit. Crafted to match your favorite team colors, this tee offers a casual yet flattering look with its V-neck design. Made from 100% ring spun cotton, it ensures softness and breathability, keeping you comfortable during any activity. Ideal for team events, casual outings, or simply expressing your fan pride, this T-shirt combines comfort with a fashion-forward edge.</p>
<strong>Key Benefits:</strong>
<ul>
    
      <li><strong>Team Color Matching:</strong> Expertly designed to match collegiate and professional sports team colors, allowing fans to display their pride authentically.</li>
      
      <li><strong>Soft and Breathable Material:</strong> Made from 100% ring spun cotton, providing a soft touch and breathable wear for all-day comfort.</li>
      
      <li><strong>Flattering V-neck Design:</strong> The classic V-neckline offers a flattering fit and stylish look, enhancing your casual wardrobe.</li>
      
      <li><strong>Durable and Long-lasting:</strong> Ring spun cotton construction ensures a durable fabric that withstands regular wear and frequent washing.</li>
      
      <li><strong>Versatile Wearability:</strong> Perfect for game days, casual outings, or sporty looks, this tee is versatile enough to wear anywhere.</li>
      
</ul>
",1180,e2dbb0c4-8cf8-4b03-b8a1-3a0d6b64490a,CINK-647800,true,Custom Port & Company Women's Fan Favorite V-Neck T-shirt | Custom Ink,"<p>The Port & Company Women's Fan Favorite V-Neck T-shirt delivers both style and comfort, perfect for showing off your team spirit. Crafted to match your favor",472,1770,0.5,12x10x1,"{""front"":""12x14"",""back"":""12x14""}"
